Time,Output Speed,Input Torque,Input Speed,Weight on bit
31.974,16.207695,2.701589,78.968751,503.776731
31.975,15.508942,2.678397,80.070747,504.879525
31.976,14.853507,2.651256,81.181117,505.909666
31.977,14.254352,2.620587,80.983513,506.864897
31.978,13.708959,2.586815,80.299292,507.752475
31.979,13.200645,2.550399,80.610643,508.575398
31.98,12.714008,2.511888,81.248957,509.323468
31.981,12.263215,2.471917,81.850012,510.002958
31.982,11.861093,2.431205,81.26168,510.622769
31.983,11.505021,2.390374,78.317453,511.175992
31.984,11.192431,2.350156,74.183294,511.674565
31.985,10.920807,2.31124,71.685242,512.12416
31.986,10.673521,2.27419,71.548434,512.519699
31.987,10.435268,2.239701,71.411436,512.881724
31.988,10.220352,2.208164,69.287665,513.201247
31.989,10.041769,2.180103,66.916791,513.498247
31.99,9.897107,2.15581,67.107281,513.764103
31.991,9.784027,2.135611,68.303709,514.023717
31.992,9.700271,2.119616,68.580739,514.266024
31.993,9.657834,2.107871,69.41532,514.498632
31.994,9.667532,2.100381,71.266701,514.724579
31.995,9.710726,2.09699,72.026448,514.942341
31.996,9.770235,2.097452,70.106912,515.147039
31.997,9.844446,2.101536,67.599296,515.34497
31.998,9.931828,2.108886,66.537356,515.52361
31.999,10.030933,2.119204,66.358727,515.702458
32,10.154559,2.131932,67.604757,515.871676
32.001,10.314324,2.146549,69.102684,516.030226
32.002,10.492382,2.162617,69.288593,516.198575
32.003,10.686504,2.179553,68.882736,516.367369
32.004,10.908761,2.196781,67.330277,516.543159
32.005,11.155922,2.213832,64.711556,516.745329
32.006,11.424935,2.23003,62.359267,516.953655
32.007,11.712925,2.244929,60.751658,517.169703
32.008,12.017191,2.258128,58.873392,517.405278
32.009,12.335199,2.269139,56.378365,517.639869
32.01,12.664579,2.277723,54.30195,517.880669
32.011,13.00312,2.283623,52.958598,518.131452
32.012,13.362933,2.286571,52.280321,518.375266
32.013,13.740851,2.286515,52.059601,518.607246
32.014,14.119736,2.283561,54.110975,518.833525
32.015,14.512243,2.277846,58.570426,519.065241
32.016,14.929903,2.2696,61.808854,519.302395
32.017,15.368998,2.259013,62.657615,519.540106
32.018,15.826046,2.246427,61.279075,519.780596
32.019,16.297794,2.232275,58.341232,520.021848
32.02,16.78121,2.216956,56.564227,520.263613
32.021,17.273474,2.2009,56.757721,520.515994
32.022,17.786145,2.184544,58.72426,520.780251
32.023,18.329721,2.168256,62.915759,521.038513
32.024,18.899519,2.152406,66.894771,521.291596
32.025,19.491158,2.137394,66.676959,521.542663
32.026,20.100545,2.123552,61.749974,521.78916
32.027,20.723867,2.111161,55.19661,522.033392
32.028,21.357585,2.100525,50.75194,522.282844
32.029,22.01259,2.091855,49.388836,522.544481
32.03,22.698769,2.085368,49.665603,522.821939
32.031,23.410876,2.081232,51.556461,523.120569
32.032,24.144018,2.079561,54.615256,523.443271
32.033,24.893635,2.080418,55.30719,523.793013
32.034,25.655493,2.083832,51.799896,524.168867
32.035,26.425674,2.089777,47.505494,524.570683
32.036,27.200558,2.098103,45.056723,524.994625
32.037,27.990989,2.108656,45.042391,525.447039
32.038,28.806828,2.121155,48.060524,525.919337
32.039,29.642833,2.135303,53.539765,526.400156
32.04,30.494128,2.150855,59.568371,526.893932
32.041,31.356198,2.167484,63.185281,527.407374
32.042,32.239039,2.184797,62.807062,527.937046
32.043,33.137549,2.202472,58.858041,528.482211
32.044,34.03283,2.220171,53.488687,529.041619
32.045,34.935944,2.237579,49.993611,529.613618
32.046,35.856983,2.254457,50.238944,530.187904
32.047,36.790942,2.270556,53.985786,530.761888
32.048,37.733194,2.285725,59.178908,531.339111
32.049,38.679472,2.299732,63.567843,531.906818
32.05,39.625859,2.312449,65.428753,532.45801
32.051,40.56877,2.323787,62.708489,532.987396
32.052,41.504937,2.333653,57.819265,533.494853
32.053,42.445565,2.341919,54.365735,533.976741
32.054,43.400893,2.348445,52.436698,534.425709
32.055,44.351889,2.353153,52.669298,534.845225
32.056,45.295328,2.356105,54.743293,535.249907
32.057,46.242459,2.357257,57.017812,535.627397
32.058,47.189388,2.356565,56.737736,535.973666
32.059,48.146724,2.354096,52.443203,536.296865
32.06,49.124136,2.349978,47.65025,536.594823
32.061,50.116223,2.344343,44.956618,536.863317
32.062,51.117989,2.337254,44.868217,537.088228
32.063,52.124825,2.329043,47.90277,537.29183
32.064,53.132496,2.319882,52.419526,537.464679
32.065,54.137122,2.309886,57.341251,537.587893
32.066,55.135167,2.299453,62.113992,537.686763
32.067,56.137589,2.288736,64.525616,537.759856
32.068,57.154399,2.277878,64.300032,537.810735
32.069,58.18053,2.267086,62.034842,537.846026
32.07,59.211312,2.256506,58.527066,537.869779
32.071,60.242456,2.246249,56.46465,537.893426
32.072,61.270034,2.236417,57.579023,537.921312
32.073,62.290466,2.227169,61.727756,537.974146
32.074,63.314674,2.218478,67.021491,538.043793
32.075,64.352637,2.21043,70.347694,538.134596
32.076,65.399264,2.203111,68.92873,538.249167
32.077,66.449863,2.19659,63.910161,538.389719
32.078,67.514296,2.190957,58.759786,538.559301
32.079,68.601536,2.186375,54.944681,538.756624
32.08,69.691364,2.183001,54.733831,538.988901
32.081,70.779442,2.181011,58.091373,539.265594
32.082,71.890149,2.180447,61.004189,539.579274
32.083,73.017363,2.181326,60.923824,539.935071
32.084,74.14125,2.183623,58.617723,540.336792
32.085,75.272018,2.1872,57.0269,540.780358
32.086,76.418978,2.191808,57.17241,541.265806
32.087,77.56225,2.19713,57.995421,541.77984
32.088,78.697826,2.203017,59.887868,542.341562
32.089,79.850411,2.209121,63.734816,542.923373
32.09,81.014203,2.215015,68.362426,543.495586
32.091,82.169682,2.220615,71.05184,544.074494
32.092,83.313187,2.225697,70.191843,544.65051
32.093,84.455587,2.230043,67.086861,545.214245
32.094,85.606828,2.233555,64.904764,545.758916
32.095,86.761809,2.236152,65.716069,546.275846
32.096,87.930018,2.237734,68.555978,546.757801
32.097,89.105916,2.238341,71.46703,547.201322
32.098,90.270234,2.23797,73.621986,547.606461
32.099,91.433729,2.236629,73.871544,547.972345
32.1,92.606244,2.234304,72.255385,548.294722
32.101,93.782581,2.230987,70.305129,548.565466
32.102,94.957971,2.226686,68.743177,548.77793
32.103,96.128053,2.22132,68.774794,548.91089
32.104,97.303026,2.214936,69.455709,548.964705
32.105,98.492205,2.207483,69.2091,548.936994
32.106,99.675719,2.198878,68.646148,548.812426
32.107,100.849576,2.189053,68.104506,548.58101
32.108,102.024333,2.178036,69.741465,548.244162
32.109,103.195474,2.165847,73.859726,547.80249
32.11,104.373051,2.152516,76.87925,547.249126
32.111,105.552068,2.138127,77.618653,546.588418
32.112,106.713775,2.122711,77.217312,545.8209
32.113,107.869426,2.106419,77.465189,544.941291
32.114,109.029339,2.089483,78.926012,543.964712
32.115,110.188769,2.072136,80.493379,542.902488
32.116,111.343374,2.054601,81.681819,541.758586
32.117,112.489204,2.037114,81.381343,540.534239
32.118,113.636843,2.019857,80.547314,539.230035
32.119,114.795973,2.002986,80.729901,537.854494
32.12,115.961235,1.986629,81.282884,536.418917
32.121,117.127706,1.970865,81.839559,534.928315
32.122,118.290875,1.955728,81.235728,533.38561
32.123,119.460797,1.941272,79.303934,531.792644
32.124,120.646648,1.927526,78.357024,530.156187
32.125,121.842593,1.914415,80.095829,528.475371
32.126,123.043254,1.901982,83.485965,526.762191
32.127,124.243693,1.890142,86.643042,525.024511
32.128,125.453563,1.878788,87.840238,523.259347
32.129,126.681661,1.867835,86.893533,521.467134
32.13,127.921796,1.85722,86.329093,519.648824
32.131,129.168259,1.846877,87.08658,517.811705
32.132,130.415801,1.836684,89.197203,515.961905
32.133,131.673788,1.826487,92.308741,514.103493
32.134,132.950747,1.816146,93.982071,512.235443
32.135,134.24024,1.805608,93.598378,510.358438
32.136,135.53633,1.794936,92.46907,508.470608
32.137,136.833557,1.784305,91.336683,506.571146
32.138,138.141093,1.774147,90.508567,504.66783
32.139,139.467291,1.764772,90.029497,502.75898
32.14,140.805553,1.756376,90.835606,500.821563
32.141,142.149797,1.749219,93.978393,498.856199
32.142,143.494433,1.743484,97.237773,496.868158
32.143,144.848519,1.739145,97.642176,494.836956
32.144,146.220304,1.736227,96.758923,492.755388
32.145,147.588929,1.734788,97.606102,490.631918
32.146,148.935322,1.734637,99.950848,488.448434
32.147,150.270454,1.73569,102.281131,486.215262
32.148,151.604409,1.737792,103.976684,483.942052
32.149,152.932245,1.740496,104.952723,481.599436
32.15,154.249467,1.74347,105.36839,479.200084
32.151,155.566168,1.746331,104.428749,476.751303
32.152,156.891588,1.748428,102.171341,474.236496
32.153,158.205807,1.749276,100.990883,471.645068
32.154,159.490642,1.748433,102.597161,468.980841
32.155,160.743734,1.745309,105.93223,466.210362
32.156,161.977218,1.739588,109.081075,463.344476
32.157,163.202271,1.730746,111.303421,460.355442
32.158,164.414981,1.718542,111.531842,457.255879
32.159,165.611814,1.702742,110.875535,454.043838
32.16,166.775427,1.683434,111.042925,450.734101
32.161,167.904247,1.660688,111.505174,447.339605
32.162,169.011139,1.634698,112.976245,443.886599
32.163,170.093783,1.605505,114.466834,440.370676
32.164,171.15015,1.573554,114.551458,436.827228
32.165,172.164313,1.539023,115.044693,433.247215
32.166,173.136026,1.502217,115.573519,429.667289
32.167,174.079399,1.463253,114.962519,426.081586
32.168,174.993275,1.422479,115.057686,422.519459
32.169,175.87671,1.379912,116.430512,418.96833
32.17,176.714783,1.335894,118.972169,415.446902
32.171,177.508184,1.290862,122.322358,411.969097
32.172,178.271884,1.244995,124.090529,408.534557
32.173,179.005521,1.198455,123.716722,405.165324
32.174,179.70888,1.151351,122.559564,401.856507
32.175,180.381878,1.103896,121.391263,398.609356
32.176,181.024552,1.056372,121.545423,395.439115
32.177,181.622882,1.009035,123.215731,392.351501
32.178,182.178378,0.96232,125.061223,389.346934
32.179,182.706752,0.916592,126.481079,386.427586
32.18,183.194144,0.87218,127.342124,383.606546
32.181,183.628025,0.829481,127.740163,380.892574
32.182,184.011307,0.788806,127.839673,378.28691
32.183,184.346843,0.750588,128.800929,375.808637
32.184,184.637425,0.715275,129.858548,373.470198
32.185,184.885776,0.683385,129.658749,371.276452
32.186,185.094549,0.655388,130.005625,369.231046
32.187,185.26632,0.631585,131.496403,367.343897
32.188,185.403587,0.612104,132.045314,365.629212
32.189,185.494593,0.597035,131.045484,364.078645
32.19,185.528758,0.586361,130.687935,362.671975
32.191,185.510785,0.580037,131.703824,361.400595
32.192,185.445176,0.57787,133.012563,360.257328
32.193,185.336229,0.579534,134.089065,359.242066
32.194,185.173869,0.584716,134.779236,358.340716
32.195,184.963251,0.593116,135.123706,357.539864
32.196,184.723446,0.604353,135.232526,356.82562
32.197,184.443669,0.618048,135.214706,356.191803
32.198,184.114208,0.633837,135.149418,355.629782
32.199,183.74053,0.651362,135.082151,355.122655
32.2,183.327808,0.670342,135.032217,354.66167
32.201,182.880921,0.690504,135.002911,354.226551
32.202,182.404462,0.711567,136.001857,353.798204
32.203,181.902746,0.7333,138.16756,353.370606
32.204,181.379817,0.755508,139.21872,352.952869
32.205,180.825283,0.77802,139.52617,352.553447
32.206,180.229758,0.800588,140.455488,352.174902
32.207,179.598976,0.822962,140.378935,351.827968
32.208,178.924148,0.844972,139.907813,351.525655
32.209,178.1974,0.866736,140.41276,351.282418
32.21,177.425891,0.888203,141.184384,351.118996
32.211,176.616343,0.909287,141.857893,351.045802
32.212,175.775049,0.930072,141.297343,351.059734
32.213,174.907888,0.950514,140.37862,351.156876
32.214,174.006164,0.970466,140.571763,351.342107
32.215,173.062055,0.989855,141.171772,351.620019
32.216,172.082731,1.008738,141.77784,351.980187
32.217,171.060716,1.027071,142.22288,352.413723
32.218,169.989332,1.045008,142.481366,352.917207
32.219,168.876826,1.062676,141.581268,353.488476
32.22,167.730896,1.08006,140.445771,354.127655
32.221,166.544546,1.097014,140.53131,354.836273
32.222,165.311523,1.113284,141.097815,355.611755
32.223,164.040457,1.128753,141.710008,356.454795
32.224,162.739383,1.143309,141.16405,357.368744
32.225,161.415772,1.156819,140.287316,358.350336
32.226,160.062368,1.169192,140.522427,359.396218
32.227,158.658481,1.180389,140.141244,360.508357
32.228,157.199535,1.190353,139.608503,361.68468
32.229,155.695726,1.198963,140.168774,362.915071
32.23,154.15655,1.20615,140.01724,364.191969
32.231,152.590831,1.211916,138.600929,365.521363
32.232,150.992572,1.216287,138.056496,366.896641
32.233,149.356408,1.2194,139.030704,368.31764
32.234,147.677575,1.221506,139.357119,369.796858
32.235,145.951874,1.222909,138.316221,371.333594
32.236,144.18981,1.223989,136.99175,372.933911
32.237,142.401135,1.225234,136.919419,374.610309
32.238,140.594869,1.227114,138.39532,376.365151
32.239,138.765164,1.230057,139.100274,378.195751
32.24,136.892585,1.234391,138.28494,380.102888
32.241,134.973684,1.240405,137.062022,382.071357
32.242,133.01965,1.248262,136.000823,384.089888
32.243,131.040854,1.258041,135.292715,386.148724
32.244,129.046879,1.269785,133.909597,388.230305
32.245,127.03238,1.283572,131.609199,390.333764
32.246,124.992543,1.299369,130.562672,392.45023
32.247,122.923062,1.317192,130.316119,394.571052
32.248,120.820106,1.337152,129.454494,396.706717
32.249,118.708637,1.359193,129.583279,398.861544
32.25,116.59736,1.383189,130.086158,401.030391
32.251,114.465894,1.409094,129.595947,403.224487
32.252,112.30984,1.436676,128.828057,405.446988
32.253,110.139436,1.465586,128.152733,407.689466
32.254,107.964104,1.495528,127.697837,409.958292
32.255,105.792483,1.526057,126.444845,412.245962
32.256,103.618292,1.556706,124.188653,414.540845
32.257,101.435796,1.587161,123.138936,416.844295
32.258,99.253947,1.617164,123.882318,419.148549
32.259,97.080937,1.646531,123.141656,421.44247
32.26,94.924223,1.675174,119.964566,423.726186
32.261,92.776401,1.703162,117.65079,425.99782
32.262,90.63066,1.730603,117.329526,428.256268
32.263,88.48076,1.757675,117.917458,430.508548
32.264,86.32101,1.784565,117.710242,432.766849
32.265,84.174578,1.811479,116.21887,435.039271
32.266,82.048442,1.838587,115.611628,437.332566
32.267,79.92057,1.866051,115.533204,439.653609
32.268,77.799152,1.893977,114.682408,442.001747
32.269,75.705824,1.922407,113.742338,444.37659
32.27,73.631938,1.951369,113.019067,446.777639
32.271,71.569507,1.98092,112.580444,449.202216
32.272,69.525352,2.011036,111.365845,451.637868
32.273,67.491472,2.041648,109.146818,454.067712
32.274,65.460508,2.072615,107.111901,456.490667
32.275,63.439887,2.103719,105.702048,458.90712
32.276,61.436366,2.134703,104.930632,461.31567
32.277,59.456061,2.165253,104.630907,463.711411
32.278,57.490311,2.195079,104.606769,466.095046
32.279,55.531137,2.224,104.702907,468.470917
32.28,53.585382,2.251867,104.822755,470.846553
32.281,51.659257,2.278551,104.920053,473.231222
32.282,49.758374,2.303913,103.96996,475.622939
32.283,47.887767,2.327857,101.832028,478.015237
32.284,46.051932,2.350323,99.780614,480.405953
32.285,44.240679,2.37131,97.3066,482.794375
32.286,42.444591,2.390806,94.313848,485.172717
32.287,40.669167,2.408763,92.926297,487.531834
32.288,38.919359,2.425137,93.587596,489.86243
32.289,37.1996,2.439838,93.904401,492.151817
32.29,35.499663,2.452758,92.981689,494.395634
32.291,33.810118,2.463814,91.796269,496.592926
32.292,32.136464,2.472927,90.822255,498.740208
32.293,30.483675,2.480039,91.210148,500.834533
32.294,28.856222,2.485142,93.067405,502.876575
32.295,27.258101,2.48832,94.018263,504.866024
32.296,25.692857,2.48976,92.314737,506.794856
32.297,24.163609,2.489719,88.963296,508.66232
32.298,22.673076,2.48846,86.847711,510.462008
32.299,21.209427,2.486276,85.813119,512.183863
32.3,19.761738,2.483428,83.48026,513.822427
32.301,18.348291,2.480167,80.229098,515.375002
32.302,16.985688,2.476759,77.476093,516.847743
32.303,15.660584,2.473381,75.671546,518.242837
32.304,14.360627,2.47023,75.757258,519.566796
32.305,13.102762,2.46747,77.611974,520.827803
32.306,11.902334,2.46525,78.684667,522.040299
32.307,10.758995,2.463733,78.133276,523.215361
32.308,9.672211,2.46304,78.072066,524.35381
32.309,8.641282,2.463291,79.241548,525.458662
32.31,7.665353,2.464641,79.591682,526.537383
32.311,6.743436,2.467203,79.509115,527.594157
32.312,5.874422,2.471011,80.282035,528.612576
32.313,5.057098,2.476195,79.175893,529.598157
32.314,4.290156,2.482823,75.568873,530.548554
32.315,3.572211,2.490812,71.902738,531.458042
32.316,2.90181,2.50019,69.2014,532.336282
32.317,2.277445,2.510768,67.627209,533.166796
32.318,1.697559,2.522536,66.943057,533.968218
32.319,1.160563,2.535284,65.799084,534.727503
32.32,0.67901,2.548878,62.750306,535.467791
32.321,0.264175,2.563093,60.749675,536.185354
32.322,-0.102216,2.577796,61.745191,536.897521
32.323,-0.422899,2.59275,62.697082,537.590762
32.324,-0.686378,2.607831,63.374123,538.279029
32.325,-0.91069,2.622858,64.766856,538.955608
32.326,-1.098318,2.637692,65.067409,539.62757
32.327,-1.237503,2.652043,63.824184,540.272127
32.328,-1.331836,2.66585,62.279133,540.905583
32.329,-1.384776,2.678752,61.026375,541.503662
32.33,-1.413811,2.690524,61.244126,542.068267
32.331,-1.420865,2.700969,63.021981,542.610902
32.332,-1.393609,2.709712,64.964146,543.12281
32.333,-1.335063,2.716351,66.450102,543.592452
32.334,-1.24811,2.720624,66.334962,544.034698
32.335,-1.135493,2.72214,64.578126,544.44776
32.336,-0.999819,2.720575,61.605797,544.81889
32.337,-0.843563,2.715725,56.91005,545.156946
32.338,-0.654893,2.707461,52.769884,545.46828
32.339,-0.437278,2.695576,51.999826,545.73157
32.34,-0.208173,2.68009,53.84056,545.948071
32.341,0.04475,2.661182,54.238707,546.132832
32.342,0.332681,2.638951,50.898435,546.267289
32.343,0.637385,2.613631,45.904385,546.347749
32.344,0.942114,2.585582,41.575153,546.380963
32.345,1.259885,2.55526,39.700306,546.373225
32.346,1.602558,2.523202,41.368164,546.326941
32.347,1.966722,2.490006,45.060263,546.248169
32.348,2.349173,2.456269,48.591765,546.134555
32.349,2.74691,2.42266,52.115928,545.989543
32.35,3.157132,2.389903,55.697997,545.819383
32.351,3.577227,2.358693,57.325623,545.627169
32.352,4.004767,2.329664,55.683626,545.413424
32.353,4.437505,2.303397,52.123139,545.172987
32.354,4.887533,2.280344,48.731391,544.907399
32.355,5.365851,2.260893,47.336293,544.620635
32.356,5.854076,2.245278,49.165501,544.312392
32.357,6.349521,2.233653,52.843977,543.984797
32.358,6.86387,2.226077,56.293304,543.641449
32.359,7.393572,2.22258,58.717336,543.283621
32.36,7.93532,2.223082,59.052241,542.917801
32.361,8.486044,2.227409,56.410729,542.552442
32.362,9.057068,2.23528,51.229624,542.197346
32.363,9.65868,2.24637,45.386313,541.854702
32.364,10.286005,2.260413,41.858121,541.530241
32.365,10.920317,2.277076,41.249422,541.230939
32.366,11.544454,2.295923,42.010136,540.954106
32.367,12.185264,2.316533,43.130888,540.696947
32.368,12.867247,2.338464,44.097862,540.459792
32.369,13.570157,2.361298,43.728617,540.243093
32.37,14.275387,2.384554,40.883751,540.045136
32.371,14.980075,2.40769,35.760891,539.850823
32.372,15.695774,2.430464,29.056269,539.705937
32.373,16.433015,2.452118,23.507741,539.551382
32.374,17.18718,2.472412,21.95722,539.416415
32.375,17.968151,2.491098,24.499103,539.312591
32.376,18.784867,2.507852,30.068142,539.227944
32.377,19.617033,2.522545,36.39598,539.162266
32.378,20.44602,2.535177,42.341497,539.118383
32.379,21.283137,2.545717,47.536794,539.095716
32.38,22.15287,2.554216,51.020599,539.093162
32.381,23.063329,2.560757,52.857893,539.108459
32.382,23.993441,2.565425,53.519763,539.133105
32.383,24.93802,2.568554,53.517831,539.19429
32.384,25.906438,2.570212,52.230572,539.263569
32.385,26.893007,2.570666,48.736399,539.344897
32.386,27.906628,2.570158,44.262182,539.440592
32.387,28.955339,2.568865,42.614297,539.551476
32.388,30.032196,2.566983,45.613247,539.679851
32.389,31.130735,2.564728,50.733068,539.833177
32.39,32.244961,2.562125,55.346952,539.99143
32.391,33.383502,2.55944,58.507061,540.181955
32.392,34.554158,2.55689,59.202557,540.412736
32.393,35.749774,2.554343,55.657509,540.642284
32.394,36.977881,2.55206,49.294829,540.905087
32.395,38.231076,2.550064,44.497639,541.200195
32.396,39.488319,2.548276,42.6529,541.509637
32.397,40.758686,2.546705,42.524685,541.83718
32.398,42.050432,2.545302,44.151479,542.180467
32.399,43.356856,2.544208,48.087459,542.588026
32.4,44.685946,2.542883,51.914663,542.997926
32.401,46.044921,2.541258,51.628817,543.423149
32.402,47.426105,2.539457,46.686738,543.936901
32.403,48.836562,2.536829,39.132376,544.460133
32.404,50.268473,2.533537,32.537987,545.04204
32.405,51.700432,2.529238,31.154668,545.647669
32.406,53.155366,2.523987,35.331224,546.298503
32.407,54.654162,2.517707,42.69964,546.98941
32.408,56.173259,2.510364,50.409336,547.711274
32.409,57.70519,2.501949,56.179674,548.461188
32.41,59.271415,2.492455,59.592484,549.233886
32.411,60.877271,2.481863,61.111253,550.019171
32.412,62.49915,2.470263,60.426535,550.815055
32.413,64.12956,2.457747,58.005136,551.615718
32.414,65.789956,2.444486,56.532006,552.443137
32.415,67.471515,2.430313,56.859633,553.259452
32.416,69.166082,2.415297,57.842216,554.073278
32.417,70.880318,2.399539,59.841872,554.894546
32.418,72.606075,2.383067,63.745487,555.717572
32.419,74.35002,2.365965,67.381781,556.539987
32.42,76.118189,2.34833,66.891089,557.359669
32.421,77.90184,2.330309,62.805511,558.168915
32.422,79.692916,2.312138,59.350163,558.977017
32.423,81.484019,2.293754,58.099129,559.74029
32.424,83.282548,2.27538,58.095596,560.474548
32.425,85.095246,2.257234,58.607985,561.190914
32.426,86.899888,2.239297,60.206925,561.860288
32.427,88.690341,2.221681,62.834795,562.481216
32.428,90.489384,2.20451,64.166526,563.050149
32.429,92.303661,2.187776,63.59205,563.556444
32.43,94.125019,2.171451,62.385694,564.000549
32.431,95.945976,2.155592,62.255827,564.399971
32.432,97.759683,2.13986,63.617206,564.714837
32.433,99.559903,2.124181,65.226846,564.955508
32.434,101.340981,2.108206,67.516481,565.104384
32.435,103.111985,2.091847,70.480858,565.172931
32.436,104.881249,2.074736,71.912088,565.134984
32.437,106.642235,2.056669,71.312428,564.995362
32.438,108.388992,2.037485,71.048043,564.746507
32.439,110.116131,2.017044,72.005226,564.372767
32.44,111.832963,1.995237,73.208405,563.896746
32.441,113.533876,1.972052,75.200319,563.309329
32.442,115.199627,1.947619,77.992192,562.588833
32.443,116.841081,1.921938,79.349154,561.722188
32.444,118.468272,1.895105,78.735817,560.710692
32.445,120.076263,1.867308,77.474628,559.546096
32.446,121.660611,1.838655,76.2863,558.20984
32.447,123.231509,1.809389,75.448686,556.697526
32.448,124.798336,1.77985,74.981852,555.026385
32.449,126.355516,1.75035,74.794039,553.215446
32.45,127.912157,1.721206,75.783911,551.272784
32.451,129.476592,1.692732,79.016504,549.208081
32.452,131.042247,1.665253,82.302673,547.042855
32.453,132.603101,1.639023,83.712452,544.798911
32.454,134.153666,1.614254,83.967266,542.492631
32.455,135.688957,1.591011,83.676554,540.130387
32.456,137.21864,1.569302,84.250918,537.719278
32.457,138.751584,1.549236,87.051069,535.268015
32.458,140.281718,1.530834,91.026318,532.775459
32.459,141.803499,1.514082,93.402214,530.236476
32.46,143.311886,1.498967,92.453169,527.646282
32.461,144.81649,1.485463,89.375827,525.007583
32.462,146.326116,1.473467,87.262081,522.320001
32.463,147.834634,1.462829,87.128272,519.582508
32.464,149.336436,1.453549,87.847888,516.808456
32.465,150.84059,1.445599,89.737461,514.007596
32.466,152.355381,1.439006,92.611976,511.18741
32.467,153.860012,1.433903,95.117473,508.352445
32.468,155.34966,1.430296,96.794602,505.514097
32.469,156.848311,1.428205,97.677255,502.68945
32.47,158.349537,1.427734,97.993788,499.899246
32.471,159.833275,1.428859,97.991219,497.12727
32.472,161.309575,1.431589,98.869447,494.372595
32.473,162.787663,1.435877,100.886133,491.636224
32.474,164.261801,1.441566,102.828632,488.910091
32.475,165.726754,1.448399,104.21638,486.185624
32.476,167.177767,1.456182,105.000682,483.469478
32.477,168.610542,1.464644,105.324259,480.750713
32.478,170.021217,1.473365,105.37034,478.018513
32.479,171.40634,1.481769,106.301266,475.25274
32.48,172.762848,1.489489,108.358103,472.471882
32.481,174.088049,1.496077,110.32474,469.66115
32.482,175.379598,1.501163,112.735331,466.788252
32.483,176.649645,1.504608,114.678758,463.841373
32.484,177.90939,1.506178,114.893134,460.789949
32.485,179.140778,1.505845,115.347739,457.640713
32.486,180.327397,1.503512,116.790679,454.385293
32.487,181.482739,1.499204,118.25227,451.046164
32.488,182.619268,1.492808,119.327191,447.621525
32.489,183.720119,1.484159,119.952458,444.141708
32.49,184.769996,1.472994,120.223397,440.609795
32.491,185.783434,1.459482,120.274964,437.053528
32.492,186.773874,1.443325,120.22206,433.491248
32.493,187.725358,1.424743,120.140304,429.977559
32.494,188.637602,1.404075,121.080528,426.477591
32.495,189.524666,1.381622,123.200762,422.982897
32.496,190.371168,1.357132,125.236024,419.495851
32.497,191.177359,1.330637,126.687051,416.047273
32.498,191.95779,1.302199,127.505389,412.64193
32.499,192.697532,1.271675,127.841746,409.250012
32.5,193.397248,1.239152,127.888384,405.863977
32.501,194.071869,1.204691,127.802842,402.475162
32.502,194.706809,1.168397,127.685817,399.105726
32.503,195.303041,1.130372,127.587372,395.788138
32.504,195.875775,1.090719,127.523159,392.545309
32.505,196.410674,1.04963,128.502232,389.383443
32.506,196.908933,1.007229,130.65963,386.309688
32.507,197.371785,0.963841,132.72133,383.350341
32.508,197.786321,0.919885,134.187237,380.532209
32.509,198.169253,0.875804,133.999837,377.875635
32.51,198.521821,0.832162,132.168685,375.389963
32.511,198.816934,0.789511,131.164902,373.060666
32.512,199.044191,0.748414,131.785329,370.877122
32.513,199.222673,0.709379,132.908828,368.846365
32.514,199.370024,0.67296,134.948682,366.985216
32.515,199.474162,0.639696,137.828242,365.298164
32.516,199.524198,0.610063,139.265638,363.77317
32.517,199.524544,0.584408,139.719868,362.396593
32.518,199.465252,0.562901,140.657513,361.164446
32.519,199.337446,0.545528,141.541716,360.081026
32.52,199.147435,0.532175,142.165282,359.144677
32.521,198.901227,0.522684,141.501176,358.342293
32.522,198.604528,0.51683,140.484706,357.647896
32.523,198.262754,0.514339,141.620704,357.035345
32.524,197.881028,0.515005,143.338727,356.491036
32.525,197.450019,0.518592,143.821624,355.996784
32.526,196.961377,0.524885,143.664362,355.541451
32.527,196.421847,0.533684,143.285275,355.110352
32.528,195.823624,0.544829,143.928732,354.690419
32.529,195.15979,0.558158,144.82068,354.276199
32.53,194.43843,0.57351,144.562709,353.873666
32.531,193.667163,0.590757,144.911485,353.496554
32.532,192.838975,0.609675,145.41662,353.156396
32.533,191.947666,0.629986,144.838175,352.866749
32.534,191.001969,0.651399,143.968503,352.632307
32.535,189.995913,0.673612,143.213268,352.461791
32.536,188.924261,0.696396,143.72088,352.372346
32.537,187.796639,0.719567,145.624662,352.370669
32.538,186.622068,0.743017,147.591105,352.460036
32.539,185.394807,0.766701,149.052826,352.633838
32.54,184.095633,0.790658,148.899966,352.889325
32.541,182.7214,0.814915,147.110019,353.218138
32.542,181.283681,0.839495,146.139075,353.613303
32.543,179.793308,0.864501,146.780026,354.078527
32.544,178.260389,0.889984,146.9016,354.617616
32.545,176.694334,0.915915,145.764141,355.225328
32.546,175.089708,0.942223,145.425691,355.898728
32.547,173.427514,0.968734,146.520224,356.644899
32.548,171.704756,0.995182,146.899136,357.462745
32.549,169.933093,1.021217,145.868572,358.347276
32.55,168.12338,1.046579,144.534242,359.294707
32.551,166.285688,1.071324,143.434547,360.291246
32.552,164.429342,1.095311,143.74026,361.336423
32.553,162.548772,1.118295,144.543639,362.42431
32.554,160.638973,1.140289,144.323859,363.55046
